Acc.No,Acc.Date,Title,Author,Publisher,Callno,price
206,06-12-2004,UPGRADING AND REPAIRING PCS +CD-2,SCOTT MUELLER,PHI,004.64  MUE/UPG,625
207,06-12-2004,MILLER & FREUNDS PROBABILITY AND STATISTICS FOR ENGINEERS,RICHARD A JOHNSON,PHI,519.2  JOH/MIL 1,195
208,06-12-2004,ELECTRONIC DEVICES AND CIRCUITS,THEODORE F BOGART,UBS,621.381 5  BOG/ELE 1,250
209,06-12-2004,OPERATING SYSTEMS: DESIGN AND IMPLEMENTATION +CD,ANDREW S TANENBAUM ,PHI,005.43  TAN/OPE,395
210,06-12-2004,THE 8086 MICROPROCESSOR : PROGRAMMING & INTERFACING THE PC,KENNETH J AYALA,PENRAM,004.16  AYA/MIC,285
211,06-12-2004,C BY EXAMPLE,GREG PERRY,PHI,005.133 C  PER/CBY,195
212,06-12-2004,ESTIMATING AND COSTING IN CIVIL ENGINEERING: THEORY AND PRACTICE,BN DUTTA,UBSPD,692.5  DUT/EST,275
213,06-12-2004,INTRODUCTION TO FIBER OPTICS,AJOY GHATAK ,CAMBRIDGE,621.369  GHA/INT,325
214,06-12-2004,ENGINEERING MATHEMATICS: VOLII,KA LAKSHMINARAYANAN ,VIKAS PUB,510  LAK/ENG,160
215,06-12-2004,ELECTRICAL ENGINEERING FUNDAMENTALS,VINCENT DEL TORO,PHI,621.3  TOR/ELE,225
216,06-12-2004,ELECTRONIC PRINCIPLES,ALBERT PAUL MALVINO,TMH,621.35  MAL/ELE 10,350
217,06-12-2004,INSTRUMENTATION DEVICES AND SYSTEMS,CS RANGAN,TMH,621.381 54  RAN/INS 1,190
218,06-12-2004,ELECTRICITY PRINCIPLES AND APPLICATION,RICHARD J FOWLER,TMH,621.3  FOW/ELE,350
219,06-12-2004,MICROPROCESSORS AND MICROCOMPUTER-BASED SYSTEM DESIGN,MOHAMMED RAFIQUZZAMAN,Universal BS,004.16  RAF/MIC,350
220,06-12-2004,INTEGRATED ELECTRONICS: ANALOG AND DIGITAL CIRCUITS AND SYSTEMS,JACOB MILLMAN ,TMH,621.392 1  MIL/INT 2,245
221,06-12-2004,WEB DESIGN: THE COMPLETE REFERENCE,THOMAS A POWELL,TMH,004.678  POW/WEB,425
222,06-12-2004,ENGINEERING ELECTROMAGNETICS,WILLIAM H HAYT,TMH,530.141  HAY/ENG,175
223,06-12-2004,OPERATING SYSTEMS,STUART E MADNICK ,TMH,005.43  MAD/OPE,375
224,06-12-2004,ELECTRICAL MACHINES,SK BHATTACHARYA,TMH,621.313  BHA/ELE,120
225,06-12-2004,LOCAL AREA NETWORKS,GERD E KEISER,TMH,004.68  KEI/LOC,225
226,06-12-2004,MICROPROCESSORS: PRINCIPLES AND APPLICATIONS,CHARLES M GILMORE,TMH,004.16  GIL/MIC,245
227,06-12-2004,C++ : THE COMPLETE REFERENCE,HERBERT SCHILDT,TMH,005.133 C  SCH/CTH,425
228,06-12-2004,GENERAL STUDIES MANUAL,TARA CHAND,TMH,371.26  CHA/GEN,575
229,06-12-2004,POWER PLANT ENGINEERING,PK NAG,TMH,621.4  NAG/POW,215
230,06-12-2004,"COMPUTER FUNDAMENTALS: CONCEPTS, SYSTEMS & APPLICATIONS",DP NAGPAL,WHEELER PUB,004.1  NAG/COM,210
231,06-12-2004,C++ : THE COMPLETE REFERENCE,HERBERT SCHILDT,TMH,005.133 C+  SCH/CAL,375
232,06-12-2004,THERMODYNAMICS,CP ARORA,TMH,621.402 1  ARO/THE,275
233,06-12-2004,FUNCTIONAL ELECTRONICS,KV RAMANAN,TMH,621.381  RAM/FUN,190
234,06-12-2004,UNIX : THE COMPLETE  REFERENCE,KENNETH H ROSEN,TMH,005.432 U  ROS/UNI,450
235,06-12-2004,VECTOR MECHANICS FOR ENGINEERS: STATICS,FERDINAND P BEER,TMH,620.103  BEE/VEC,275
236,06-12-2004,ENGINEERING MATHEMATICS: VOLII,SS SASTRY,PHI,510  SAS/ENG 11,175
237,06-12-2004,CIRCUIT THEORY,TSKV IYER,TMH,621.381 5  IYE/CIR,195
238,06-12-2004,ELECTRIC MACHINES,IJ NAGRATH,TMH,621.313  NAG/ELE,215
239,06-12-2004,SURVEYING: VOLI,SK DUGGAL,TMH,625.11  DUG/SUR I,130
240,06-12-2004,SYSTEMS PROGRAMMING AND OPERATING SYSTEMS,DM DHAMDHERE,TMH,005.43  DHA/SYS,225
241,06-12-2004,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133C BAL/PRO,150
242,06-12-2004,INTRODUCTION TO DATA BASE MANAGEMENT,NAVEEN PRAKASH,TMH,005.74  PRA/INT,150
243,06-12-2004,PROGRAMMING WITH JAVA : A PRIMER,E BALAGURUSAMY,TMH,005.133 J  BAL/PRO,170
244,06-12-2004,SURVEYING: VOLII,SK DUGGAL,TMH,625.11  DUG/SUR II,120
245,06-12-2004,ELECTRONIC CIRCUITS AND SYSTEMS: ANALOG AND DIGITAL,YN BAPAT,TMH,621.39  BAP/ELE 1,155
246,04-07-2017,C: THE COMPLETE REFERENCE,HERBERT SCHILDT,TMH,005.133 C  SCH/THE 1,
247,06-12-2004,DIGITAL INSTRUMENTATION,AJ BOUWENS,TMH,681.2  BOU/DIG 1,195
248,06-12-2004,"COMPILERS: PRINCIPLES, TECHNIQUES, AND TOOLS",ALFRED V AHO,Addision- Wesley,005.453  AHO/COM,365
249,06-12-2004,HUGHES ELECTRICAL TECHNOLOGY,EDWARD HUGHES,Addision - Wesley,621.3  HUG/HUG,310
250,06-12-2004,HUGHES ELECTRICAL TECHNOLOGY,EDWARD HUGHES,Addision - Wesley,621.3  HUG/HUG 1,310
251,06-12-2004,"IBM PC AND CLONES: HARDWARE,TROUBLESHOOTING AND MAINTENANCE",B GOVINDARAJALU,TMH,004.64  GOV/IBM 1,395
252,06-12-2004,POWER ELECTRONICS,PC SEN,TMH,621.313  SEN/POW,220
253,06-12-2004,INTRODUCTION TO SYSTEM DESIGN USING INTEGRATED CIRCUITS,BS SONDE,NEW AGE INTERNA,621.392 1  SON/INT,165
254,06-12-2004,COMPUTER SYSTEMS DESIGN AND ARCHITECTURE,VINCENT P HEURING ,Addision- Wesley,004.22  HEU/COM,280
255,06-12-2004,FUNDAMENTALS OF HEAT AND MASS TRANSFER,CP KOTHANDARAMAN,NEW AGE INTERNA,621.402 2  KOT/FUN,260
256,06-12-2004,MONOCHROME AND COLOUR TELEVISION,RR GULATI,NEW AGE INTERNATIONA,621.388  GUL/MON,240
257,06-12-2004,A TEXT BOOK OF APPLIED PHYSICS,HANNAH SATHYASEELAN,NEW AGE INTERNA,530  SAT/TEX,165
258,06-12-2004,OPERATING SYSTEMS,HM DEITEL,ADDISON WESLEY,005.43  DEI/OPE,295
259,06-12-2004,ADVANCED ENGINEERING MATHEMATICS,ERWIN KREYSZIG,JOHN WILEY,510  KRE/ADV,542
260,06-12-2004,MATHEMATICAL METHODS  FOR PHYSICS AND ENGINEERING,KF RILEY,CAMBRIDGE,515.1  RIL/MAT,320
261,06-12-2004,COMPUTER FUNDAMENTALS : ARCHITECTURE AND ORGANIZATION,B RAM,NEW AGE INTERNA,004.1  RAM/COM 2,220
262,06-12-2004,SCHAUM`S OUTLINE OF THEORY AND PROBLEMS OF ELECTRIC CIRCUITS,JOSEPH A EDMINISTER,TMH,621.381 5  EDM/ELE,185
263,06-12-2004,ELECTRONIC DEVICES AND CIRCUITS,JACOB MILLMAN ,TMH,621.381 5  MIL/ELE 2,210
264,06-12-2004,SCHAUMS OUTLINE OF THEORY AND PROBLEMS OF PROGRAMMING WITH C,BYRON S GOTTFRIED,TMH,005.133C GOT/SCH 2,245
265,06-12-2004,FIELDS AND WAVES IN COMMUNICATION ELECTRONICS,SIMON RAMO ,JOHN WILEY,530.141  RAM/FIE,297
266,06-12-2004,DIGITAL AND ANALOG COMMUNICATION SYSTEMS,K SAM SHANMUGAM,JOHN WILEY,621.38  SHA/DIG 1,272.2
267,06-12-2004,NETWORKS AND SYSTEMS,D ROY CHOUDHURY,NEW AGE INTERNA,621.319 2  CHO/NET 2,255
268,06-12-2004,SYSTEM SIMULATION WITH DIGITAL COMPUTER,NARSINGH DEO,PHI,003.3  DEO/SYS,95
269,06-12-2004,HTML :THE COMPLETE REFERENCE,THOMAS A POWELL,TMH,004.678  POW/HTM,450
270,06-12-2004,COMPUTER ARCHITECTURE AND ORGANIZATION,JOHN P HAYES,MH,004.22  HAY/COM,358.8
271,06-12-2004,PROGRAMMIN IN BASIC,E BALAGURUSAMY,TMH,005.1  BAL/PRO,115
272,06-12-2004,HIGH PERFORMANCE COMMUNICATION NETWORKS,JEAN WALRAND ,Harcourt Asia,005.71  WAL/HIG,789.5
273,06-12-2004,PROGRAMMING LANGUAGES : DESIGN AND IMPLEMENTATION,TERRENCE W PRATT,PHI,005.13  PRA/PRO,195
274,06-12-2004,ENGINEERING MATHEMATICS: VOLII,KA LAKSHMINARAYANAN ,VIKAS PUB,510  LAK/ENG 1,160
275,06-12-2004,AN INTRODUCTION TO DIGITAL COMPUTER DESIGN,V RAJARAMAN,PHI,004.11  RAJ/DIG,150
276,06-12-2004,NUMERICAL METHODS FOR ENGINEERS WITH PROGRAMMING AND SOFTWARE APPLICATIONS +F,STEVEN C CHAPRA ,TMH,519.4  CHA/NUM,375
277,06-12-2004,PRINCIPLES OF INDUSTRIAL INSTRUMENTATION,D PATRANABIS,TMH,621.381 54  PAT/PRI,210
278,06-12-2004,INTRODUCTION TO MICROPROCESSORS,ADITYA P MATHUR,TMH,004.16  MAT/INT 1,175
279,06-12-2004,OPERATING SYSTEMS INCORPORATING UNIX & WINDOWS,COLIN RITCHIE,BPB,005.43  RIT/OPE,120
280,06-12-2004,PETER NORTONS DOS GUIDE :UPDATED TO COVER 62,PETER NORTON,PHI,005.368 2  NOR/PET,195
281,06-12-2004,SYSTEM SIMULATION,GEOFFREY GORDON,PHI,003.3  GOR/SYS,125
282,06-12-2004,ELECTRONIC FUNDAMENTALS AND APPLICATIONS,JOHN D RYDER,PHI,621.381  RYD/ELE 1,150
283,06-12-2004,WORKSHOP TECHNOLOGY VOLI,PK SAPRA ,VIKAS PUB,621.9  SAP/WOR I,125
284,06-12-2004,DIGITAL FUNDAMENTALS,THOMAS L FLOYD,PEARSON,621.39  FLO/DIG,295
285,06-12-2004,ELECTRONIC DEVICES AND CIRCUIT THEORY,ROBERT L BOYLESTAD ,PHI,621.381 5  BOY/ELE 2,395
286,06-12-2004,ENGINEERING GRAPHICS (FOR DEGREE):INCLUDING THE LATEST UNIVERSITY EXAMQUESTIONS SOLVED,PI VARGHESE,VIPPub,604.2  VAR/ENG 2,170
287,06-12-2004,COMPUTER ORGANIZATION & ARCHITECTURE,WILLIAM STALLINGS,PHI,004.2  STA/COM,225
288,06-12-2004,ANTENNA THEORY : ANALYSIS AND DESIGN,CONSTANTINE A BALANIS,JW,621.384  BAL/ANT,393.5
289,06-12-2004,AN INTRODUCTION TO ANALOG AND DIGITAL COMMUNICATIONS,SIMON HAYKIN,JW,621.38  HAY/INT,272.2
290,06-12-2004,PRINCIPLES OF INTERACTIVE COMPUTER GRAPHICS,WILLIAM M NEWMAN,TMH,006.6  NEW/PRI,215
291,06-12-2004,V H D L +CD,DOUGLAS L PERRY,TMH,005.13  PER/VHD,275
292,06-12-2004,THE INTERNET: COMPLETE REFERENCE,HARLEY HAHN,TMH,004.678  HAH/INT,385
293,31-05-2022,FUNDAMENTALS OF THERMODYNAMICS,RICHARD E SONNTAG | CLAUS BORGNAKKE | GORDON J VAN WYLEN,JOHN WILEY,621.4021  SON/FUN,
294,06-12-2004,SIGNALS AND LINEAR SYSTEMS,ROBERT A GABEL,JOHN WILEY,621.380 431  GAB/SIG,641
295,06-12-2004,COMPUTER ORGANIZATION,V CARL HAMACHER,MH,004.2  HAM/COM,371.2
296,06-12-2004,COMPUTER GRAPHICS : A PROGRAMMING APPROACH,STEVEN HARRINGTON,TMH,006.6  HAR/COM,321.75
297,06-12-2004,ENGINEERING MECHANICS,S TIMOSHENKO ,MH,620.1  TIM/ENG,294.5
298,06-12-2004,ELECTRONIC COMMUNICATION,ROBERT L SHRADER,MH,621.382  SHR/ELE,816.75
299,06-12-2004,ELECTRONIC CIRCUITS: DISCRETE AND INTEGRATED,DONALD L SCHILLING,MH,621.381 5  SCH/ELE 1,334.1
300,06-12-2004,BASIC ELECTRONICS FOR SCIENTISTS,JAMES J BROPHY,MH,621.3  BRO/BAS,542
301,06-12-2004,SCHAUMS OUTLINE OF THEORY AND PROBLEMS OF PROGRAMMING WITH C++,JOHN R HUBBARD,TMH,005.133 C+  HUB/SCH,492.5
302,06-12-2004,MEASUREMENT SYSTEMS: APPLICATION AND DESIGN,ERNEST O DOEBELIN,TMH,681.2  DOE/MEA,470.25
303,06-12-2004,ELECTROMAGNETICS WITH APPLICATIONS,JOHN D KRAUS,McGraw HILL,530.141  KRA/ELE,717.75
304,06-12-2004,BASIC TELEVISION AND VIDEO SYSTEMS,BARNARD GROB ,MH,621.388  GRO/BAS,789.5
305,06-12-2004,ENGINEERING MECHANICS VOLUME 2-DYNAMICS,JL MERIAM ,JOHN WILEY,620.1  MER/ENG II,420.75
306,06-12-2004,ENGINEERING MECHANICS VOLUME 1-STATICS,JL MERIAM ,JOHN WILEY,620.1  MER/ENG I,393.5
307,06-12-2004,BASIC ELECTRONICS AND LINEAR CIRCUITS,NN BHARGAVA ,TMH,621.381 5  BHA/BAS 2,140
308,06-12-2004,MICROPROCESSORS AND INTERFACING: PROGRAMMING AND HARDWARE,DOUGLAS V HALL,TMH,004.16  HAL/MIC 1,275
309,06-12-2004,FUNDAMENTALS OF ELECTRICAL NETWORKS,BR GUPTA ,S CHAND,621.319 2  GUP/FUN,230
310,06-12-2004,SCHAUM`S OUTLINE OF THEORY AND PROBLEMS OF COMPLEX VARIABLES WITH AN INTRODUCTION TO CONFORMAL MAPP,MURRAY R SPIEGEL,MH,515.9  SPI/SCH,235.1
311,06-12-2004,DIGITAL PRINCIPLES AND APPLICATIONS,ALBERT PAUL MALVINO ,MH,621.39  MAL/DIG 5,195
312,06-12-2004,ELECTRONIC DEVICES AND CIRCUITS,S SALIVAHANAN,MH,621.381 5  SAL/ELE,195
313,06-12-2004,PRINCIPLES OF COMMUNICATION SYSTEMS,HERBERT TAUB ,MH,621.382  TAU/PRI,230
314,06-12-2004,VECTOR MECHANICS FOR ENGINEERS: DYNAMICS,FERDINAND P BEER,MH,620.104  BEE/VEC,595
315,06-12-2004,ELECTRONIC COMMUNICATION SYSTEMS,GEORGE KENNEDY ,TMH,621.382  KEN/ELE 2,260
316,06-12-2004,ELECTRIC MACHINES,IJ NAGRATH,TMH,621.313  NAG/ELE 1,215
317,06-12-2004,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,PHI,621.381 5  BEL/ELE 1,250
318,06-12-2004,ELECTRONIC COMMUNICATIONS,DENNIS RODDY ,PHI,621.382  ROD/ELE 2,350
319,06-12-2004,UNDERSTANDING POINTERS IN C,YASHAVANT P KANETKAR,BPB,005.133 C  KAN/UND,195
320,06-12-2004,C# : THE BASIC,VIJAY MUKHI,BPB,005.133 C#  MUK/CSH,180
321,06-12-2004,"PROJECT MANAGEMENT: STRATEGIC FINANCIAL PLANNING, EVALUATION AND CONTROL",BHAVESH M PATEL,VIKAS,658.404  PAT/PRO,200
322,06-12-2004,"ANALOG AND DIGITAL CONTROL SYSTEM DESIGN: TRANSFER-FUNCTION, SPACE, AND ALGEBRAIC METHODS",CHI-TSONG CHEN,Saunders College Pub,629.8  CHE/ANA,495
323,06-12-2004,FUNDAMENTALS OF ELECTRICAL ENGINEERING,LEONARD S BOBROW,OXFORD,621.3  BOB/FUN,1075
324,06-12-2004,MICROELECTRONIC CIRCUITS,ADEL S SEDRA,OXFORD,621.381 73  SED/MIC,395
325,06-12-2004,AUTOMATIC CONTROL SYSTEMS : BASIC ANALYSIS AND DESIGN,WILLAM A WOLOVICH,Saunders College Pub,629.8  WOL/AUT,675
326,06-12-2004,THE SCIENCE AND ENGINEERING OF MICROELECTRONIC FABRICATION,STEPHEN A CAMPBELL,OXFORD,621.9  CAM/SCI,295
327,06-12-2004,ELEMENTS OF ELECTROMAGNETICS,MATTHEW NO SADIKU,OXFORD,530.141  SAD/ELE,295
328,06-12-2004,PATTERN RECOGNITION USING NEURAL NETWORKS : THEORY & ALGORITHMS FOR ENGINEERS AND SCIENTISTES,CARL G LOONEY,OXFORD,006.32  LOO/PAT,1595
329,06-12-2004,DIGITAL CONTROL SYSTEMS,BENJAMIN C KUO,OXFORD,621.39  KUO/DIG,750
330,06-12-2004,ENGINEERING DRAWING : PLANE AND SOLID GEOMETRY,ND BHATT,Charotar pub,604.2  BHA/ENG 2,125
331,06-12-2004,ENGINEERING MATHEMATICS: VOLI,S ARUMUGHAM,Scitech pub,510  ARU/ENG,175
332,06-12-2004,TEXT BOOK ON ENGINEERING DRAWING,KL NARAYANA ,Scitech pub,604.2  NAR/TEX,195
333,06-12-2004,GETTING STARTED WITH MATLAB 5 : A QUICK INTRODUCTION FOR SCIENTISTS AND ENGINEERS,RUDRA PRATAP,OXFORD,005.133 PRA/GET,270
334,06-12-2004,DIGITAL LOGIC AND STATE MACHINE DESIGN,DAVID J COMER,Saunder college pub,621.39  COM/DIG,595
335,06-12-2004,THE PRINCIPLES OF COMPUTER HARDWARE +CD,ALAN CLEMENTS,OXFORD,004.64  CLE/PRI,1095
336,06-12-2004,PLANE SURVEYING,ALAK DE,S CHAND,625.11  DEA/PLA,200
337,06-12-2004,HIGHER ENGINEERING MATHEMATICS,BS GREWAL,KHANNA PUBLISHERS,510  GRE/HIG,225
338,06-12-2004,A COURSE IN ELECTRICAL AND ELECTRONIC MEASUREMENTS AND INSTRUMENTATION,AK SAWHNEY,DHANPAT RAI & CO,621.37  SAW/COU 2,245
339,06-12-2004,ELECTRONIC DEVICES AND CIRCUITS: APPLIED ELECTRONICS VOL1,GK MITHAL ,Khanna pub,621.381 5  MIT/ELE,170
340,06-12-2004,INDUSTRIAL ENGINEERING AND MANAGEMENT,OP KHANNA,Dhanpat Rai Pub,658.5  KHA/IND,210
341,06-12-2004,SURVEYING: VOLI,BC PUNMIA,Laxmi Pub,625.11  PUN/SUR I,135
342,06-12-2004,SURVEYING: VOLII,BC PUNMIA,Laxmi Pub,625.11  PUN/SUR II,120
343,06-12-2004,A TEXTBOOK OF ELECTRICAL TECHNOLOGY VOLI,BL THERAJA,S CHAND & CO,621.3  THE/TEX I.2,180
344,06-12-2004,INDUSTRIAL ORGANISATION AND ENGINEERING ECONOMICS,TR BANGA ,Khanna pub,658.5  BAN/IND,185
345,06-12-2004,ENGINEERING CHEMISTRY,JUHAINA AHAD,Jai Pub,540  AHA/ENG,180
346,06-12-2004,FUNDAMENTALS OF ELECTRICAL ENGINEERING AND ELECTRONICS,BL THERAJA,S CHAND,621.3  THE/FUN,185
347,06-12-2004,8085 AND 8086 ASSEMBLY LANGUAGE PROGRAMMING LAB WORK BOOK,BHUPENDRA SINGH CHHABRA,DPC,005.2  CHH/EIG,75
348,06-12-2004,FUNDAMENTALS OF ELECTRICAL ENGINEERING AND ELECTRONICS,SK SAHDEV,DHANPAT RAI,621.3  SAH/FUN,135
349,06-12-2004,A TEXT BOOK OF ENGINEERING MATHEMATICS,NP BALI,LAXMI PUBLICATIONS,510  BAL/TEX,395
350,06-12-2004,SOLAR ENERGY UTILISATION,GD RAI,Khanna pub,621.47  RAI/SOL,85
351,06-12-2004,INDUSTRIAL ELECTRONICS INCLUDING INSTRUMENTATION,GYANENDRA K MITHAL,Khanna pub,629  MIT/IND,85
352,06-12-2004,POWER ELECTRONICS,PS BIMBHRA,Khanna pub,621.313  BIM/POW,135
353,06-12-2004,A TEXT BOOK OF ENGINEERING THERMODYNAMICS,RK RAJPUT,LPPub,621.402 1  RAJ/TEX,150
354,06-12-2004,ELEMENTS OF WORKSHOP TECHNOLOGY VOL2: MACHINE TOOLS,SK HAJRA CHOUDHURY,Media Promoters Pub,621.9  CHO/ELE II,160
355,06-12-2004,A TEXT BOOK OF SURVEYING,CL KOCHHER,Dhanpat Rai Pub,625.11  KOC/TEX,100
356,06-12-2004,A COURSE IN HIGHWAY ENGINEERING,SP BINDRA,Dhanpat Rai Pub,625.7  BIN/COU,75
357,06-12-2004,ELEMENTS OF MECHANICAL ENGINEERING,SB MATHUR,Dhanpat Rai Pub,621  MAT/ELE,105
358,06-12-2004,CIVIL ENGINEERING(CONVENTIONAL AND OBJECTIVE WITH MULTIPLE CHOICE QUESTIONS AND ANSWERS,R AGOR,Khanna pub,624  AGO/CIV,225
359,06-12-2004,MECHANICAL ENGINEERING-OBJECTIVE TYPE,HB KESWANI,SATYA PRAKASHAN,621  HAN/MEC,275
360,06-12-2004,ENGINEERING DRAWING & GRAPHICS,RB GUPTA,"Satya Prakashan,",604.2  GUP/ENG,125
361,06-12-2004,ELECTRONIC DEVICES AND CIRCUITS,BL THERAJA,SChand & Company,621.381 5  THE/ELE,150
362,06-12-2004,A TEXTBOOK OF ELECTRICAL TECHNOLOGY VOLII,BL THERAJA,SCHAND,621.3  THE/TEX II.2,160
363,06-12-2004,ENGINEERING GRAPHICS- (IN FIRST ANGLE PROJECTION SYSTEM),KR MOHAN,Dhanpat Rai Pub,604.2  MOH/ENG,160
364,06-12-2004,A TEXT BOOK OF APPLIED MECHANICS,IB PRASAD,Khanna pub,620.1  PRA/TEX 1,175
365,06-12-2004,HEAT ENGINES: A TEXT BOOK FOR ENGINEERING STUDENTS,NC PANDYA ,Pradeep Pub,621.4  PAN/HEA,150
366,06-12-2004,SURVEYING AND LEVELLING,SC RANGAWALA ,Charotar pub,625.11  RAN/SUR,150
367,06-12-2004,A TEXT BOOK OF ENGINEERING MECHANICS,RS KHURMI,SCHAND & CO,620.1  KHU/TEX,155
368,06-12-2004,ELEMENTS OF MECHANICAL ENGINEERING,KP ROY,Media Promoters & pu,621  ROY/ELE,100
369,06-12-2004,A TEXT BOOK OF ENGINEERING CHEMISTRY,SS DARA,SChand &Co,540  DAR/TEX,120
370,06-12-2004,ENGINEERING CHEMISTRY,PC JAIN ,Dhanpat Rai Pub,540  JAI/ENG,170
371,06-12-2004,MODERN ENGINEERING PHYSICS,AS VASUDEVA,SChand And Company,530  VAS/MOD,265
372,06-12-2004,ENGINEERING PHYSICS,RK GAUR ,Dhanpat Rai Pub,530  GAU/ENG 1,225
373,06-12-2004,COMPREHENSIVE ENGINEERING MATHEMATICS,NP BALI,LAXMI PUBLICATIONS,510  BAL/COM,225
374,06-12-2004,ELEMENTS OF APPLIED MECHANICS (INCLUDING VECTOR APPROACH),SB JUNNARKAR,Charotar pub,620.1  JUN/APP,155
375,06-12-2004,ENGINEERING CHEMISTRY,PC JAIN ,Dhanpat Rai Pub,540  JAI/ENG 1,170
376,06-12-2004,AN INTRODUCTION TO FORMAL LANGUAGES AND AUTOMATA,PETER LINZ,Narosa Pub,004.1  LIN/INT,210
377,06-12-2004,OPTICAL ELECTRONICS IN MODERN COMMUNICATIONS,AMNON YARIV,OXFORD,621.369  YAR/OPT,675
378,06-12-2004,A TREATISE ON OBJECT ORIENTED PROGRAMMING USING C++,B CHANDRA,NAROSA,005.133 C+  CHA/TRE,195
379,06-12-2004,ELECTRICAL PROPERTIES OF MATERIALS,L SOLYMAR ,OXFORD,620.11  SOL/ELE,745
380,06-12-2004,A TEXT BOOK OF ENGINEERING DRAWING,RB GUPTA,SATYA PRAKASHAN,604.2  GUP/TEX,140
381,06-12-2004,A HAND BOOK OF CIVIL ENGINEERING CONVENTIONAL & OBJECTIVE ANALYSIS,S RAMAMRUTHAM,Dhanpat Rai Pub,624  RAM/HAN,120
382,06-12-2004,A HAND BOOK OF CIVIL ENGINEERING CONVENTIONAL & OBJECTIVE ANALYSIS,S RAMAMRUTHAM,Dhanpat Rai Pub,624  RAM/HAN 1,120
383,06-12-2004,A HAND BOOK OF CIVIL ENGINEERING CONVENTIONAL & OBJECTIVE ANALYSIS,S RAMAMRUTHAM,Dhanpat Rai Pub,624  RAM/HAN 2,120
384,06-12-2004,A HAND BOOK OF CIVIL ENGINEERING CONVENTIONAL & OBJECTIVE ANALYSIS,S RAMAMRUTHAM,Dhanpat Rai Pub,624  RAM/HAN 3,120
385,06-12-2004,A HAND BOOK OF CIVIL ENGINEERING CONVENTIONAL & OBJECTIVE ANALYSIS,S RAMAMRUTHAM,Dhanpat Rai Pub,624  RAM/HAN 4,120
386,06-12-2004,A HAND BOOK OF CIVIL ENGINEERING CONVENTIONAL & OBJECTIVE ANALYSIS,S RAMAMRUTHAM,Dhanpat Rai Pub,624  RAM/HAN 5,120
387,06-12-2004,TEXT BOOK OF ESTIMATING AND COSTING (CIVIL ENGINEERING),GS BIRDIE ,Dhanpat Rai Pub,692.5  BIR/TEX,145
388,06-12-2004,TEXT BOOK OF ESTIMATING AND COSTING (CIVIL ENGINEERING),GS BIRDIE ,Dhanpat Rai Pub,692.5  BIR/TEX 1,145
389,06-12-2004,TEXT BOOK OF ESTIMATING AND COSTING (CIVIL ENGINEERING),GS BIRDIE ,Dhanpat Rai Pub,692.5  BIR/TEX 2,145
390,06-12-2004,TEXT BOOK OF ESTIMATING AND COSTING (CIVIL ENGINEERING),GS BIRDIE ,Dhanpat Rai Pub,692.5  BIR/TEX 3,145
391,06-12-2004,A TEXT BOOK OF STRENGTH OF MATERIALS,IB PRASAD,RChander Khanna,620.112  PRA/TEX,140
392,06-12-2004,A TEXT BOOK OF STRENGTH OF MATERIALS,IB PRASAD,RChander Khanna,620.112  PRA/TEX 1,140
393,06-12-2004,A TEXT BOOK OF STRENGTH OF MATERIALS,IB PRASAD,RChander Khanna,620.112  PRA/TEX 2,140
394,06-12-2004,A TEXT BOOK OF STRENGTH OF MATERIALS,IB PRASAD,RChander Khanna,620.112  PRA/TEX 3,140
395,06-12-2004,INTEGRATED CIRCUITS,KR BOTKAR,Khanna pub,621.392 1  BOT/INT 1,185
396,06-12-2004,INTEGRATED CIRCUITS,KR BOTKAR,Khanna pub,621.392 1  BOT/INT 2,185
397,06-12-2004,INTEGRATED CIRCUITS,KR BOTKAR,Khanna pub,621.392 1  BOT/INT 3,185
398,06-12-2004,INTEGRATED CIRCUITS,KR BOTKAR,Khanna pub,621.392 1  BOT/INT 4,185
399,06-12-2004,INTEGRATED CIRCUITS,KR BOTKAR,Khanna pub,621.392 1  BOT/INT 5,185
400,06-12-2004,CONCRETE STRUCTURES,VN VAZIRANI,Khanna pub,624.183 41  VAZ/CON,170
401,06-12-2004,CONCRETE STRUCTURES,VN VAZIRANI,Khanna pub,624.183 41  VAZ/CON 1,170
402,06-12-2004,CONCRETE STRUCTURES,VN VAZIRANI,Khanna pub,624.183 41  VAZ/CON 2,170
403,06-12-2004,THERMAL ENGINEERING,PL BALLANEY,Khanna pub,621.402  BAL/THE 2,260
404,06-12-2004,THERMAL ENGINEERING,PL BALLANEY,Khanna pub,621.402  BAL/THE 3,260
405,06-12-2004,THERMAL ENGINEERING,PL BALLANEY,Khanna pub,621.402  BAL/THE 4,260
406,06-12-2004,INDUSTRIAL ENGINEERING AND MANAGEMENT SCIENCE,TR BANGA,Khanna pub,658.5  BAN/IND,145
407,06-12-2004,INDUSTRIAL ENGINEERING AND MANAGEMENT SCIENCE,TR BANGA,Khanna pub,658.5  BAN/IND 1,145
408,06-12-2004,INDUSTRIAL ENGINEERING AND MANAGEMENT SCIENCE,TR BANGA,Khanna pub,658.5  BAN/IND 2,145
409,06-12-2004,INDUSTRIAL ENGINEERING AND MANAGEMENT SCIENCE,TR BANGA,Khanna pub,658.5  BAN/IND 3,145
